Grade,Relationship,F_Statistic,P_Value,Granger_Causes,Lag_Order,N_Observations,R2_Restricted,R2_Augmented
med2,M102→M101,1.0364986567742638,0.3869498756019233,False,4,1704,0.0012108357649895929,0.0036479274108018878
med2,M103→M101,3.367293406451522,0.009380184006114511,True,4,1704,0.0012108357649895929,0.009085057247197992
med2,M104→M101,0.6265224830702364,0.6436125630938886,False,4,1704,0.0012108357649895929,0.0026853845067030813
med2,M105→M101,0.22472306464095618,0.9246778603007002,False,4,1704,0.0012108357649895929,0.0017402328014324286
med2,M106→M101,0.05299134140266477,0.9947599838753332,False,4,1704,0.0012108357649895929,0.0013357220415676219
med2,M101→M102,1.7746451043326448,0.13131364253780364,False,4,1704,0.0012626765793259942,0.005427897846564833
med2,M103→M102,25.259205947928415,0.0,True,4,1704,0.0012626765793259942,0.057447074150656086
med2,M104→M102,2.9691873942947304,0.01856323751325717,True,4,1704,0.0012626765793259942,0.008212067088387509
med2,M105→M102,0.6107600409185858,0.6549210161909932,False,4,1704,0.0012626765793259942,0.0027001064879267345
med2,M106→M102,0.36637378739548637,0.8326948563659535,False,4,1704,0.0012626765793259942,0.0021254378364009563
med2,M101→M103,0.975400635048276,0.4197893790276769,False,4,1704,0.017761306965078716,0.020017061491468646
med2,M102→M103,9.190629003743519,2.4044068569484267e-07,True,4,1704,0.017761306965078716,0.03861264503787443
med2,M104→M103,8.151736285309294,1.648449902025284e-06,True,4,1704,0.017761306965078716,0.03630013217035244
med2,M105→M103,6.69007826555212,2.431659363311134e-05,True,4,1704,0.017761306965078716,0.03302766821641934
med2,M106→M103,7.464168450663677,5.864232366037392e-06,True,4,1704,0.017761306965078716,0.0347635197864119
med2,M101→M104,0.9560394351881117,0.43061662665517375,False,4,1704,0.00013959257284956728,0.0023903398908176055
med2,M102→M104,18.267291212306365,1.0547118733938987e-14,True,4,1704,0.00013959257284956728,0.041460920035023996
med2,M103→M104,7.99346128563806,2.2086237183582824e-06,True,4,1704,0.00013959257284956728,0.01865138527959198
med2,M105→M104,0.01433756303496617,0.9995961863375828,False,4,1704,0.00013959257284956728,0.00017342166214973087
med2,M106→M104,4.541806714525005,0.0011898049540109978,True,4,1704,0.00013959257284956728,0.01074258016412799
med2,M101→M105,2.141523139716863,0.07339922533522403,False,4,1704,0.0019696014969116105,0.006988027730847279
med2,M102→M105,0.017448756686893135,0.9994043949936648,False,4,1704,0.0019696014969116105,0.0020106957094111477
med2,M103→M105,0.3638090930523376,0.8344990480298788,False,4,1704,0.0019696014969116105,0.0028257220153510287
med2,M104→M105,1.9371384250943935,0.1017638754549196,False,4,1704,0.0019696014969116105,0.00651125394501062
med2,M106→M105,5.7071284965112605,0.00014605545676693588,True,4,1704,0.0019696014969116105,0.015232596449684221
med2,M101→M106,3.9673659847837954,0.0032923846788498468,True,4,1704,0.0009187978750876402,0.010185947382148508
med2,M102→M106,11.291388546517764,4.8137248631618945e-09,True,4,1704,0.0009187978750876402,0.026849696267087886
med2,M103→M106,0.5439671936909943,0.7034702475159682,False,4,1704,0.0009187978750876402,0.002199672551161491
med2,M104→M106,2.137931026624309,0.07382584355412336,False,4,1704,0.0009187978750876402,0.005934123608763886
med2,M105→M106,6.5538875747880185,3.1203835904713983e-05,True,4,1704,0.0009187978750876402,0.016135638963172605
