source,target,grade_source,grade_target,source_node,target_node,granger_causes,lag,p_value,adjusted_p_value,test_statistic,n_observations,r2_restricted,r2_augmented
104,101,low2,low2,M104_low2,M101_low2,False,4,0.4578604370207975,0.6849294342424939,0.9088319265551829,1704,0.018806691083851246,0.020906588079328214
104,101,med1,low2,M104_med1,M101_low2,False,4,0.8223911025726294,0.9999999999922596,0.3809335342509815,1704,0.018806691083851246,0.01968795063225115
104,101,med2,low2,M104_med2,M101_low2,False,4,0.6865605039883318,0.9334517197082738,0.5671005061165393,1704,0.018806691083851246,0.020118057562884983
105,101,low1,low2,M105_low1,M101_low2,True,4,0.00023467966209533841,0.0007318823360261402,5.445371223907729,1704,0.018806691083851246,0.0312554782043335
105,101,low2,low2,M105_low2,M101_low2,True,4,0.0005874574328744719,0.0017067184365616237,4.936245631348502,1704,0.018806691083851246,0.030104956969458474
105,101,med1,low2,M105_med1,M101_low2,True,4,0.02222762345044249,0.0464759399418343,2.862956951968567,1704,0.018806691083851246,0.02539138139672137
105,101,med2,low2,M105_med2,M101_low2,True,4,0.013337444273497367,0.029567346341247178,3.162815715085382,1704,0.018806691083851246,0.02607593553550469
106,101,low1,low2,M106_low1,M101_low2,False,4,0.9998842281883557,0.9999999999922596,0.007642701994766351,1704,0.018806691083851246,0.018824387444467905
106,101,low2,low2,M106_low2,M101_low2,False,4,0.9986416320590805,0.9999999999922596,0.026510261266575373,1704,0.018806691083851246,0.018868071765277716
106,101,med1,low2,M106_med1,M101_low2,True,4,1.6539633862500125e-07,8.215689886736932e-07,9.392070637585451,1704,0.018806691083851246,0.040082474461119455
106,101,med2,low2,M106_med2,M101_low2,True,4,0.00013923914008395766,0.00045479293092511616,5.733462310032229,1704,0.018806691083851246,0.031905297547691225
101,101,low1,med1,M101_low1,M101_med1,False,4,0.9994922288602783,0.9999999999922596,0.01609637040389626,1704,0.007897531087059817,0.007935215198542678
101,101,low2,med1,M101_low2,M101_med1,False,4,0.9211355299730053,0.9999999999922596,0.23085310027646036,1704,0.007897531087059817,0.008437720411803573
101,101,med2,med1,M101_med2,M101_med1,False,4,0.9901703850736061,0.9999999999922596,0.07357248731752523,1704,0.007897531087059817,0.008069752386322238
102,101,low1,med1,M102_low1,M101_med1,False,4,0.4058742557322633,0.6275702777708946,1.0008336935619129,1704,0.007897531087059817,0.01023520649482701
102,101,low2,med1,M102_low2,M101_med1,True,4,0.016688666229508486,0.03626828251452238,3.0317132752175655,1704,0.007897531087059817,0.014945092244957658
102,101,med1,med1,M102_med1,M101_med1,False,4,0.132655069288667,0.24087367844521113,1.7681033280389797,1704,0.007897531087059817,0.012019893128348502
102,101,med2,med1,M102_med2,M101_med1,False,4,0.10533398709133246,0.19511530494770307,1.915329321550692,1704,0.007897531087059817,0.012361608421524561
103,101,low1,med1,M103_low1,M101_med1,False,4,0.5739386066095233,0.8123438739704023,0.7263093487653903,1704,0.007897531087059817,0.009595089424791814
103,101,low2,med1,M103_low2,M101_med1,False,4,0.061247963988619536,0.11988963163729782,2.253160896406227,1704,0.007897531087059817,0.013144831326520556
103,101,med1,med1,M103_med1,M101_med1,False,4,0.10373556041900345,0.19280144562723872,1.9250070754931954,1704,0.007897531087059817,0.01238406245612611
103,101,med2,med1,M103_med2,M101_med1,False,4,0.181687012400631,0.3204192678758732,1.56282851288974,1704,0.007897531087059817,0.01154305015486401
104,101,low1,med1,M104_low1,M101_med1,False,4,0.8210922599726076,0.9999999999922596,0.38275909661401325,1704,0.007897531087059817,0.008792855102017993
104,101,low2,med1,M104_low2,M101_med1,False,4,0.39476190222636265,0.6173047309602044,1.0216186479541012,1704,0.007897531087059817,0.010283637734554096
104,101,med1,med1,M104_med1,M101_med1,False,4,0.20806772276814223,0.3611741602767752,1.4724040343315137,1704,0.007897531087059817,0.011332852612545019
104,101,med2,med1,M104_med2,M101_med1,False,4,0.5088501104835113,0.7391717394392059,0.8254462556444593,1704,0.007897531087059817,0.009826345566092964
105,101,low1,med1,M105_low1,M101_med1,False,4,0.6657020864764904,0.9163779345013036,0.5958166871192824,1704,0.007897531087059817,0.009290525157144902
105,101,low2,med1,M105_low2,M101_med1,False,4,0.7151522576064118,0.967558936761616,0.5280390859579077,1704,0.007897531087059817,0.009132261222963067
105,101,med1,med1,M105_med1,M101_med1,False,4,0.13804575068572933,0.24902370711935487,1.7424141733512761,1704,0.007897531087059817,0.011960243712875185
105,101,med2,med1,M105_med2,M101_med1,False,4,0.23958537995677176,0.40692655303427083,1.3768313669480943,1704,0.007897531087059817,0.011110590573411017
106,101,low1,med1,M106_low1,M101_med1,False,4,0.9841416116337284,0.9999999999922596,0.0947628487831881,1704,0.007897531087059817,0.008119344506688164
106,101,low2,med1,M106_low2,M101_med1,False,4,0.9849709781795664,0.9999999999922596,0.09208958281983735,1704,0.007897531087059817,0.008113088495637744
106,101,med1,med1,M106_med1,M101_med1,True,4,0.002816289025621921,0.007131153863042662,4.056015840723297,1704,0.007897531087059817,0.017303624457728484
106,101,med2,med1,M106_med2,M101_med1,False,4,0.269612505241858,0.453738118577761,1.2954661239804777,1704,0.007897531087059817,0.010921290290314634
101,101,low1,med2,M101_low1,M101_med2,False,4,0.8543920015488616,0.9999999999922596,0.33517013701776294,1704,0.0012108357649895929,0.0020002156457347153
101,101,low2,med2,M101_low2,M101_med2,False,4,0.9036433407070781,0.9999999999922596,0.2599715476232321,1704,0.0012108357649895929,0.0018232193932041785
101,101,med1,med2,M101_med1,M101_med2,False,4,0.4837448204761028,0.713019782842747,0.8657671701413685,1704,0.0012108357649895929,0.0032473095258452878
102,101,low1,med2,M102_low1,M101_med2,True,4,3.6864229217670186e-05,0.0001347619505175758,6.462762934495532,1704,0.0012108357649895929,0.016214894561303428
102,101,low2,med2,M102_low2,M101_med2,False,4,0.2345142714257431,0.3995428327994142,1.391435128991832,1704,0.0012108357649895929,0.004479748683701823
102,101,med1,med2,M102_med1,M101_med2,False,4,0.7649365184967221,0.9999999999922596,0.46027856941552175,1704,0.0012108357649895929,0.0022945465350637795
102,101,med2,med2,M102_med2,M101_med2,False,4,0.38694987560201977,0.6101087719633695,1.0364986567740786,1704,0.0012108357649895929,0.0036479274108014437
103,101,low1,med2,M103_low1,M101_med2,False,4,0.3890548690780907,0.6101087719633695,1.0324666759820147,1704,0.0012108357649895929,0.003638470164483709
103,101,low2,med2,M103_low2,M101_med2,False,4,0.2159874975210333,0.3725784332237824,1.4472491500798326,1704,0.0012108357649895929,0.004610426829930514
103,101,med1,med2,M103_med1,M101_med2,True,4,0.018008436413965212,0.0389829682372894,2.987027463639413,1704,0.0012108357649895929,0.008202051600389892
103,101,med2,med2,M103_med2,M101_med2,True,4,0.009380184006115067,0.021574423214064654,3.367293406451517,1704,0.0012108357649895929,0.009085057247197992
104,101,low1,med2,M104_low1,M101_med2,False,4,0.4576843821262322,0.6849294342424939,0.9091305113753887,1704,0.0012108357649895929,0.00334909122306426
104,101,low2,med2,M104_low2,M101_med2,False,4,0.28549778579715623,0.4732575908709617,1.2555136482689138,1704,0.0012108357649895929,0.004161370257297348
104,101,med1,med2,M104_med1,M101_med2,False,4,0.478676509582906,0.7102941755101185,0.8740737528880443,1704,0.0012108357649895929,0.0032668082052965675
104,101,med2,med2,M104_med2,M101_med2,False,4,0.6436125630939764,0.8973807894355895,0.6265224830701133,1704,0.0012108357649895929,0.0026853845067028592
105,101,low1,med2,M105_low1,M101_med2,False,4,0.753544769370599,0.9948450406420662,0.47580329536396004,1704,0.0012108357649895929,0.0023310579957575017
105,101,low2,med2,M105_low2,M101_med2,False,4,0.7961844350518402,0.9999999999922596,0.4174252334771264,1704,0.0012108357649895929,0.0021937490564705175
105,101,med1,med2,M105_med1,M101_med2,False,4,0.8675396481915107,0.9999999999922596,0.31580272444063373,1704,0.0012108357649895929,0.0019546362251559035
105,101,med2,med2,M105_med2,M101_med2,False,4,0.9246778603007353,0.9999999999922596,0.22472306464089487,1704,0.0012108357649895929,0.0017402328014322066
106,101,low1,med2,M106_low1,M101_med2,False,4,0.9995224679873372,0.9999999999922596,0.015604607993076947,1704,0.0012108357649895929,0.0012476148551425759
106,101,low2,med2,M106_low2,M101_med2,False,4,0.9995009980140375,0.9999999999922596,0.01595527340777627,1704,0.0012108357649895929,0.0012484413205888778
106,101,med1,med2,M106_med1,M101_med2,False,4,0.9996580965514186,0.9999999999922596,0.013182633595251453,1704,0.0012108357649895929,0.0012419065897583126
106,101,med2,med2,M106_med2,M101_med2,False,4,0.9947599838753215,0.9999999999922596,0.052991341402725635,1704,0.0012108357649895929,0.001335722041567844
101,102,low1,low1,M101_low1,M102_low1,False,4,0.8053151013452579,0.9999999999922596,0.4047853079311081,1704,0.008775365853962547,0.009721325165656824
101,102,low2,low1,M101_low2,M102_low1,True,4,0.0004392794115986032,0.0013178382347958095,5.097939672857653,1704,0.008775365853962547,0.02055857132064076
101,102,med1,low1,M101_med1,M102_low1,True,4,8.4924172694123e-08,4.340568826588509e-07,9.750676976406233,1704,0.008775365853962547,0.031070858645408705
101,102,med2,low1,M101_med2,M102_low1,False,4,0.971416270686112,0.9999999999922596,0.13021418434068383,1704,0.008775365853962547,0.009079865811532195
102,102,low2,low1,M102_low2,M102_low1,False,4,0.9085006578239841,0.9999999999922596,0.252057443028839,1704,0.008775365853962547,0.009364621359600367
102,102,med1,low1,M102_med1,M102_low1,False,4,0.7644469121253354,0.9999999999922596,0.46094652645067186,1704,0.008775365853962547,0.009852427999065605
102,102,med2,low1,M102_med2,M102_low1,False,4,0.3604643903517213,0.5801059576505836,1.0887438880191755,1704,0.008775365853962547,0.011315599713530244
103,102,low1,low1,M103_low1,M102_low1,False,4,0.11058985640608054,0.2034853357871882,1.8844455381206955,1704,0.008775365853962547,0.013163894223019446
103,102,low2,low1,M103_low2,M102_low1,True,4,0.001978443702802646,0.005210557658347018,4.255730510606647,1704,0.008775365853962547,0.018631273421760075
103,102,med1,low1,M103_med1,M102_low1,True,4,1.9790654940510244e-05,7.747830870327414e-05,6.802436735460217,1704,0.008775365853962547,0.024436043367561222
103,102,med2,low1,M103_med2,M102_low1,True,4,0.001365498389594988,0.0037314609458239272,4.464491203005889,1704,0.008775365853962547,0.019109704719785237
104,102,low1,low1,M104_low1,M102_low1,False,4,0.08006526831476068,0.15083968638139214,2.0875247131657817,1704,0.008775365853962547,0.013634510011049983
104,102,low2,low1,M104_low2,M102_low1,True,4,0.00402602271110597,0.009790152143306146,3.852888312636618,1704,0.008775365853962547,0.017706731643303275
104,102,med1,low1,M104_med1,M102_low1,True,4,0.0019176656202222198,0.005089189530589737,4.273333851793574,1704,0.008775365853962547,0.01867163423192597
104,102,med2,low1,M104_med2,M102_low1,True,4,3.6447429141439613e-07,1.7195710159038176e-06,8.966494357137332,1704,0.008775365853962547,0.029314934381226787
105,102,low1,low1,M105_low1,M102_low1,True,4,0.018614070233518687,0.03998041544319967,2.9675788588091674,1704,0.008775365853962547,0.015668771268591453
105,102,low2,low1,M105_low2,M102_low1,False,4,0.04319054901510666,0.08701161699393752,2.465980846563978,1704,0.008775365853962547,0.014510347816843239
105,102,med1,low1,M105_med1,M102_low1,False,4,0.9898597519346968,0.9999999999922596,0.07478580004806486,1704,0.008775365853962547,0.008950271923111042
105,102,med2,low1,M105_med2,M102_low1,False,4,0.9851103131234225,0.9999999999922596,0.09163425684666643,1704,0.008775365853962547,0.008989667907788323
106,102,low1,low1,M106_low1,M102_low1,True,4,0.0034704190246928057,0.008552104025135843,3.937430563568465,1704,0.008775365853962547,0.01790090448554149
106,102,low2,low1,M106_low2,M102_low1,True,4,0.0032088437831315764,0.008014849630265294,3.9819670661259594,1704,0.008775365853962547,0.01800316305456806
106,102,med1,low1,M106_med1,M102_low1,False,4,0.9539283598689804,0.9999999999922596,0.16961114568684954,1704,0.008775365853962547,0.00917195695616746
106,102,med2,low1,M106_med2,M102_low1,False,4,0.9318819519016263,0.9999999999922596,0.21195983069334068,1704,0.008775365853962547,0.009270928724076088
101,102,low1,low2,M101_low1,M102_low2,False,4,0.03405530732946549,0.06962418387357389,2.6090402417431413,1704,0.0003585808824648762,0.006475736715051639
101,102,low2,low2,M101_low2,M102_low2,True,4,4.0801019607350497e-07,1.8926187246434853e-06,8.90566699386121,1704,0.0003585808824648762,0.020934928937228592
101,102,med1,low2,M101_med1,M102_low2,True,4,8.62881988084041e-11,5.808668992955983e-10,13.444611962564819,1704,0.0003585808824648762,0.031099561246819674
101,102,med2,low2,M101_med2,M102_low2,False,4,0.7192656837656135,0.9687487888934467,0.5224378111884683,1704,0.0003585808824648762,0.001589512775357571
102,102,low1,low2,M102_low1,M102_low2,False,4,0.6553089263443581,0.9065928003561045,0.6102210092379915,1704,0.0003585808824648762,0.001796044069281244
102,102,med1,low2,M102_med1,M102_low2,False,4,0.19240785611809252,0.3350445948807163,1.524750664170569,1704,0.0003585808824648762,0.003942626056441134
102,102,med2,low2,M102_med2,M102_low2,False,4,0.9898716967852216,0.9999999999922596,0.07473945433873594,1704,0.0003585808824648762,0.0005348628387646936
103,102,low1,low2,M103_low1,M102_low2,True,4,0.0004086909986475984,0.001232772848379641,5.138027714600676,1704,0.0003585808824648762,0.012334166546298042
103,102,low2,low2,M103_low2,M102_low2,True,4,3.4124024717030466e-08,1.760416976056151e-07,10.24062779042121,1704,0.0003585808824648762,0.023946545786662443
103,102,med1,low2,M103_med1,M102_low2,True,4,8.111940896782244e-09,4.629366179745155e-08,11.01159497857033,1704,0.0003585808824648762,0.0256773913713908
